Borough,Primary Property Type - Self Selected,Largest Property Use Type - Gross Floor Area (sqft),Year Built,Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Electricity Use - Grid Purchase (kBtu)
Manhattan,Multifamily Housing,87719,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3279332.8,2952529.4
Manhattan,Multifamily Housing,163242,1905,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5099225.6,6284248.8
Manhattan,Multifamily Housing,125637,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1829328.1,5420396.4
Manhattan,Multifamily Housing,68427,2000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3908888.4,2498375.6
Manhattan,Hotel,132689,2000,Not Available,Not Available,Not Available,Not Available,Not Available,7081984.4,1640527.3,12450615.2
Manhattan,Office,926989.6,1930,Not Available,Not Available,Not Available,Not Available,Not Available,18883665.7,,265130824.2
Manhattan,Multifamily Housing,84400,1915,Not Available,2431435.8,4243343.8,Not Available,Not Available,Not Available,90501,2195246.4
Manhattan,Office,41903,1910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1208594.4,2131989.9
Manhattan,Office,44968,1915,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2042000.1,5202230
Manhattan,Office,45500,1928,Not Available,Not Available,1695057.4,Not Available,Not Available,Not Available,16890.6,967054.6
Manhattan,Multifamily Housing,112666,1911,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3913236.4,9777675.6
Manhattan,Multifamily Housing,240682,1985,Not Available,358799.9,13869853.8,Not Available,Not Available,Not Available,,1637922.6
Manhattan,Multifamily Housing,55330,2004,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5015148.5,2321713.6
Manhattan,Multifamily Housing,54678,2003,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1901715.1,1712372.6
Manhattan,Multifamily Housing,61750,1900,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2900503.3,1990626.8
Manhattan,Hotel,67870,2008,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4882700.6,3037434.2
Manhattan,Multifamily Housing,153833,1915,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4971081.8,2446239.3
Manhattan,Multifamily Housing,92431,1890,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5179300.3,1763253.4
Manhattan,Office,57751,2004,Not Available,6555138.2,Not Available,Not Available,Not Available,Not Available,75138.5,5850676.2
Manhattan,Multifamily Housing,125674,2004,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5275894.8,6765234.7
Manhattan,Multifamily Housing,58015,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3026186.3,1768409.3
Manhattan,Multifamily Housing,176493,1913,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5358142.7,7990070.2
Manhattan,Multifamily Housing,64231,1950,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3053076.2,2119507
Manhattan,Office,674915,2005,Not Available,5930632.8,Not Available,Not Available,Not Available,Not Available,,247809491.8
Manhattan,Multifamily Housing,100984,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3115408.3,2865781
Manhattan,Multifamily Housing,54250,1910,Not Available,3788613.1,Not Available,Not Available,Not Available,Not Available,32293.5,816726.6
Manhattan,Multifamily Housing,142653,2004,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5408921,6949937.5
Manhattan,Multifamily Housing,45838,2010,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2111300.2,1949978.4
Manhattan,Multifamily Housing,76856,1995,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4567673.4,759555.6
Manhattan,Office,51750,1910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,1919751.9
Manhattan,Multifamily Housing,117123,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3373576.1,3774367
Manhattan,Multifamily Housing,61717,1900,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2064841.9,2495830.7
Manhattan,Office,255769,1905,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,280000,1108899.9
Manhattan,Multifamily Housing,59838,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1678694.9,1692634
Manhattan,Multifamily Housing,83968,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4422100.3,3145572.9
Manhattan,Multifamily Housing,285000,2007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6848233.4,9318281.1
Manhattan,Multifamily Housing,82544,1910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4627337.5,1573448.4
Manhattan,Hotel,186891,1996,Not Available,Not Available,Not Available,Not Available,Not Available,9079752.5,2115451,12371167.6
Manhattan,Hotel,56735,2008,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3294500,4841286.7
Manhattan,Multifamily Housing,124293,2009,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6132744.3,5353120.1
Manhattan,Office,40000,1865,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,136009.4,8391838.5
Manhattan,Multifamily Housing,59244,1910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1474312.5,2782814.7
Manhattan,Office,126053,1913,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2824245.3,7230221.6
Manhattan,Multifamily Housing,44200,1915,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6602976.3,2983439.2
Manhattan,Office,54137,1912,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2339454.2,6358022.1
Manhattan,Multifamily Housing,119653,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5582499.8,5532103.8
Manhattan,Multifamily Housing,272140,1963,Not Available,Not Available,Not Available,Not Available,Not Available,19853641.7,,5181545
Manhattan,Multifamily Housing,136070,1963,Not Available,Not Available,Not Available,Not Available,Not Available,9926820.1,,2590771
Manhattan,Multifamily Housing,53065,1933,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5311057.4,1663700
Manhattan,Multifamily Housing,256556,1975,Not Available,82800,Not Available,Not Available,Not Available,Not Available,29989136.2,7477780.4
Manhattan,Multifamily Housing,630395,1979,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,41334358.4,10514158.9
Manhattan,Multifamily Housing,235301,1995,Not Available,1587571.4,Not Available,Not Available,Not Available,Not Available,14366142.1,6704618.6
Manhattan,Multifamily Housing,83905,1987,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8530894,1676845
Manhattan,Self-Storage Facility,255084,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2469545.4,10855660.3
Manhattan,Multifamily Housing,136070,1963,Not Available,Not Available,Not Available,Not Available,Not Available,9926820.1,,2590771
Manhattan,Multifamily Housing,136070,1963,Not Available,Not Available,Not Available,Not Available,Not Available,9926820.1,,2590771
Manhattan,Multifamily Housing,966030,1955,Not Available,Not Available,Not Available,83696306.5,Not Available,Not Available,72159711.9,15614357
Manhattan,Multifamily Housing,141513,1963,Not Available,Not Available,Not Available,Not Available,Not Available,9926820.1,,2590771
Manhattan,Multifamily Housing,69285,2002,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5404318.1,2536395.8
Manhattan,Multifamily Housing,84032,1989,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,4247321.4
Manhattan,Office,58301,1991,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2719866.5,3416202.6
Manhattan,Multifamily Housing,79751,2001,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4447099.9,2333453.2
Manhattan,Multifamily Housing,50673,1912,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2746537,1396417.8
Manhattan,Multifamily Housing,65989,1968,Not Available,0,Not Available,0,Not Available,Not Available,3333220,2337208.1
Manhattan,Parking,60700,1910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38500,806555.8
Manhattan,Multifamily Housing,970540,1955,Not Available,Not Available,Not Available,7306850.8,Not Available,Not Available,73261944.6,15790829.6
Manhattan,Multifamily Housing,216200,1929,Not Available,20354584.5,Not Available,Not Available,Not Available,Not Available,651900,4102230.4
Manhattan,Multifamily Housing,268430,1949,Not Available,Not Available,Not Available,1913779.6,Not Available,Not Available,19386434.3,6339150.6
Manhattan,Multifamily Housing,564060,1949,Not Available,Not Available,Not Available,3827553.7,Not Available,Not Available,38994102.8,9668713.7
Manhattan,Other,132530,1952,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,580060.7
Manhattan,Multifamily Housing,273135,1976,Not Available,Not Available,Not Available,Not Available,Not Available,35680183.1,,4927217.7
Manhattan,Multifamily Housing,229500,1972,Not Available,Not Available,Not Available,Not Available,Not Available,15082966.4,,5295382.8
Manhattan,Multifamily Housing,233700,1972,Not Available,Not Available,Not Available,Not Available,Not Available,15082966.4,,5191371.2
Manhattan,Multifamily Housing,81303,1992,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5861534.5,814708.6
Manhattan,Multifamily Housing,119893,1906,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5788299.7,1910170.7
Manhattan,Multifamily Housing,50124,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1129100,1416290.5
Manhattan,Multifamily Housing,68628,2014,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,474434.1
Manhattan,Multifamily Housing,205821,1983,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9906700.3,3209656.7
Manhattan,Multifamily Housing,106166,2010,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6343336,4081918.4
Manhattan,Multifamily Housing,59018,1950,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1728700.1,1329731.5
Manhattan,Multifamily Housing,69900,1997,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3853669.7,1816530.1
Manhattan,Multifamily Housing,58974,2005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2206421,1153539.2
Manhattan,Multifamily Housing,66167,2010,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3614021,2728906.5
Manhattan,Police Station,87000,2000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2412809,4398750.5
Manhattan,Non-Refrigerated Warehouse,104680,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2616342.5,975252
Manhattan,Multifamily Housing,467208,1966,Not Available,Not Available,Not Available,Not Available,Not Available,28166593.4,,8188750.8
Manhattan,Multifamily Housing,51802,2005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3775099.7,1235014.1
Manhattan,Multifamily Housing,128654,1974,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11277602.7,3444413.9
Manhattan,Multifamily Housing,97000,1996,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4850400.3,1203149.7
Manhattan,Multifamily Housing,73359,2004,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5737799.9,3646421.4
Manhattan,Multifamily Housing,94008,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6274065,1365804.8
Manhattan,Multifamily Housing,426336,1980,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,4645337.5
Manhattan,Multifamily Housing,102000,1973,Not Available,7940244.4,Not Available,Not Available,Not Available,Not Available,549636,2433678.4
Manhattan,Multifamily Housing,126660,1989,Not Available,Not Available,7096475.6,Not Available,Not Available,Not Available,1351524.3,8404894.4
Manhattan,Multifamily Housing,55947,1940,Not Available,3534041.8,Not Available,Not Available,Not Available,Not Available,141966.5,854884.5
Manhattan,Multifamily Housing,77000,1997,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3525246.3,3806243.5
Manhattan,Multifamily Housing,52265,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43761,1517773.6
Manhattan,Hotel,70000,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6519735.3,5257530.7
Manhattan,Residence Hall/Dormitory,104570,2008,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5622432.3,4423085.7
Manhattan,Multifamily Housing,210043,2007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10891775.4,9094996.6
Manhattan,Multifamily Housing,139321,1971,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13727587.9,3563616.6
Manhattan,Multifamily Housing,58273,2005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,
Manhattan,Office,61282,2005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6234999.8,2995046.7
Manhattan,Multifamily Housing,42772,2000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2721328.3,2853222.2
Manhattan,Other - Entertainment/Public Assembly,60000,2007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6667020.5,7396152
Manhattan,Retail Store,85995,1920,Not Available,Not Available,4360144,Not Available,Not Available,Not Available,0,1725271.4
Manhattan,Multifamily Housing,460311,2003,Not Available,621000.1,Not Available,Not Available,Not Available,Not Available,38231501.1,26243285.8
